recording_id,surrogate,mean_abs_NetTE,extreme_pair_fraction
subject_14,90,0.015459592454135418,0.058213716108452954
subject_14,91,0.015511468052864075,0.06015037593984962
subject_14,92,0.015491001307964325,0.05980861244019139
subject_14,93,0.015649212524294853,0.06185919343814081
subject_14,94,0.015562457963824272,0.06151742993848257
subject_14,95,0.01542446669191122,0.05582137161084529
subject_14,96,0.015573699027299881,0.05718842560947824
subject_14,97,0.015391327440738678,0.05889724310776942
subject_14,98,0.015295122750103474,0.05718842560947824
subject_14,99,0.015571349300444126,0.06140350877192982
subject_14,100,0.015351926907896996,0.06151742993848257
subject_14,101,0.015495124273002148,0.05809979494190021
subject_14,102,0.015363580547273159,0.05764411027568922
subject_14,103,0.015368621796369553,0.05491000227842333
subject_14,104,0.01564687117934227,0.06368193210298473
subject_14,105,0.015479525551199913,0.05809979494190021
subject_14,106,0.015148130245506763,0.05707450444292549
subject_14,107,0.015447050333023071,0.05980861244019139
subject_14,108,0.015479973517358303,0.05889724310776942
subject_14,109,0.01554756611585617,0.05878332194121668
subject_14,110,0.015421939082443714,0.05764411027568922
subject_14,111,0.015490415506064892,0.061631351105035315
subject_14,112,0.015609835274517536,0.06220095693779904
subject_14,113,0.01548794936388731,0.05855547960811119
subject_14,114,0.015181710943579674,0.05696058327637275
subject_14,115,0.015582122839987278,0.060378218272955114
subject_14,116,0.015420911833643913,0.059125085440874914
subject_14,117,0.015393574722111225,0.05775803144224197
subject_14,118,0.015348500572144985,0.053998632946001365
subject_14,119,0.015473214909434319,0.063568010936432
subject_14,120,0.015502309426665306,0.05844155844155844
subject_14,121,0.015682421624660492,0.06060606060606061
subject_14,122,0.01534340437501669,0.05661881977671451
subject_14,123,0.01557917706668377,0.06277056277056277
subject_14,124,0.015549570322036743,0.06151742993848257
subject_14,125,0.015377208590507507,0.060378218272955114
subject_14,126,0.015258041210472584,0.05753018910913648
subject_14,127,0.01577126234769821,0.06425153793574846
subject_14,128,0.015288343653082848,0.058669400774663934
subject_14,129,0.015439583919942379,0.05798587377534746
subject_14,130,0.015098976902663708,0.05832763727500569
subject_14,131,0.015276451595127583,0.05889724310776942
subject_14,132,0.015239748172461987,0.05753018910913648
subject_14,133,0.015428806655108929,0.05741626794258373
subject_14,134,0.015462302602827549,0.05616313511050353
subject_14,135,0.015329726971685886,0.057302346776030987
subject_14,136,0.015631506219506264,0.06003645477329688
subject_14,137,0.015579044818878174,0.061631351105035315
subject_14,138,0.015492417849600315,0.05878332194121668
subject_14,139,0.015472718514502048,0.06060606060606061
subject_14,140,0.015464476309716702,0.059580770107085894
subject_14,141,0.015466670505702496,0.059466848940533154
subject_14,142,0.015507427044212818,0.06015037593984962
subject_14,143,0.015546025708317757,0.063568010936432
subject_14,144,0.015329772606492043,0.05627705627705628
subject_14,145,0.015310144051909447,0.05707450444292549
subject_14,146,0.015586684457957745,0.05593529277739804
subject_14,147,0.015349669381976128,0.05707450444292549
subject_14,148,0.01541964989155531,0.06060606060606061
subject_14,149,0.015381216071546078,0.05627705627705628
