recording_id,node,FCV_raw,EdgeStdFCV,NetTE_raw,NetTE,n_nodes
2023-01-06-01,URXR,0.3563010288283387,0.8785138699130686,-0.0016000639498447156,-0.29573807202772506,65
2023-01-06-01,URAVL,0.35756161051559504,0.9296125270535543,0.0043455027415982145,0.8031745249408125,65
2023-01-06-01,ASEL,0.3357603677629937,0.04588223022818349,0.002076266858698078,0.3837541354931606,65
2023-01-06-01,AVAL,0.35980606497253026,1.0205932305825636,0.0009879816200614316,0.1826075636190368,65
2023-01-06-01,AVER,0.3469324333184327,0.49875057913377807,0.008067286046382544,1.4910676676922079,65
2023-01-06-01,CEPVL,0.31758846685789194,-0.6907298777595863,0.0009064649037344788,0.1675409179847147,65
2023-01-06-01,RMGL,0.29701142216405624,-1.5248363560658529,0.0017897770282230135,0.3308025330722274,65
2023-01-06-01,RMDVR,0.317398746246248,-0.6984203500113116,0.0032533785599976467,0.6013184054321178,65
2023-01-06-01,RMDVL,0.3413014406198495,0.27049391939145023,0.001495278197792202,0.2763706359380656,65
2023-01-06-01,RMEL,0.3668608828207927,1.3065657479221993,-0.008930033423900224,-1.6505283230608991,65
2023-01-06-01,RMER,0.35735166153941506,0.9211020823443608,0.009641517205370945,1.782031093204284,65
2023-01-06-01,AVEL,0.36703888350038755,1.3137811436314504,0.011178038254633857,2.0660246003282525,65
2023-01-06-01,RMDDR,0.32487317105835,-0.39543873869882445,-0.0029847305090767162,-0.5516644796367941,65
2023-01-06-01,SMBVR,0.3418150333140506,0.29131279789503994,0.0029691631096061613,0.5487871741976246,65
2023-01-06-01,RMDDL,0.3351573952548449,0.02144027159074401,0.0036369323175824975,0.672210227473444,65
2023-01-06-01,IL1VL,0.310337245548016,-0.9846637618616052,0.0004278842620992901,0.0790853807665191,65
2023-01-06-01,ADAL,0.32067000767833564,-0.5658172287499205,-0.005308453811048677,-0.9811557192324242,65
2023-01-06-01,IL2DR,0.29391066369837515,-1.6505280072417088,0.0011929754940250073,0.22049635741966322,65
2023-01-06-01,URYVR,0.3315894280980203,-0.12319004652208715,-0.007612542254809708,-1.4070178694329698,65
2023-01-06-01,AWBL,0.3456652228108201,0.4473832176149458,-0.0017595115020465416,-0.3252085889294304,65
2023-01-06-01,OLQDR,0.35435941341563243,0.7998089821017128,-0.0010676766107807628,-0.19733750169925524,65
2023-01-06-01,IL1DL,0.3415492977115483,0.2805409989869975,-0.005559318282520299,-1.0275227254639387,65
2023-01-06-01,OLQVL,0.3776132467233905,1.7424211645627645,-0.002362071407431811,-0.4365790780384076,65
2023-01-06-01,RMDR,0.30719939658277556,-1.111858905226276,0.0017657365016104931,0.3263591487989876,65
2023-01-06-01,ASHL,0.36341161677161743,1.166747071342231,0.0027565288296011042,0.5094862124943115,65
2023-01-06-01,RIAR,0.32607565086344836,-0.3466952864495583,-0.0005874627713126565,-0.10858010230961718,65
2023-01-06-01,OLLL,0.3413546976835431,0.27265273580572824,0.0061162367159194805,1.1304573511619673,65
2023-01-06-01,IL1DR,0.33417650215096195,-0.01832099173196252,-0.004560155789196739,-0.8428486132532352,65
2023-01-06-01,AWCL,0.34928247175166993,0.5940112110951351,0.015256964841128332,2.8199281457144076,65
2023-01-06-01,URXL,0.32115615559486616,-0.5461108456114969,0.013692691065013841,2.5308051324020178,65
2023-01-06-01,AVJL,0.32406940801562556,-0.42801989750636005,0.0030539327162609348,0.5644550479979588,65
2023-01-06-01,AWAR,0.34557322352421843,0.4436539551238643,-0.002562428264035542,-0.47361081698563734,65
2023-01-06-01,CEPVR,0.32223479375995445,-0.502387410364352,-0.007642335752799802,-1.4125245691216963,65
2023-01-06-08,ASIL,0.3768666096100331,2.111432202735656,-0.0033085550209234742,-0.5516609833326901,71
2023-01-06-08,RMER,0.33652251449874887,0.550661716663179,0.01029716082813011,1.7169253139382816,71
2023-01-06-08,URAVL,0.28202250123446587,-1.5577512235407915,-0.005331835793395946,-0.8890182445665529,71
2023-01-06-08,IL2R,0.31309568266078575,-0.35563962964335827,-9.326445301738318e-05,-0.015550704019180682,71
2023-01-06-08,RMDDL,0.3068936838109516,-0.5955730506997919,0.002657337430827005,0.44307843480493747,71
2023-01-06-08,RIVL,0.3067160198270722,-0.6024462424695459,-0.0033408250248492637,-0.5570416108227181,71
2023-01-06-08,URYDR,0.3179259972794652,-0.16877182471468494,-0.0007223514370657888,-0.12044324533320551,71
